Product,Ingredient,Score
perfect facial hydrating cream,water (aqua),16
perfect facial hydrating cream,theobroma cacao (cocoa) seed butter,11
perfect facial hydrating cream,beta-carotene,11
perfect facial hydrating cream,cellulose gum,16
perfect facial hydrating cream,fusanus spicatus wood oil,14
perfect facial hydrating cream,limonene,9
perfect facial hydrating cream,glyceryl stearate,11
perfect facial hydrating cream,simmondsia chinensis (jojoba) seed oil,17
perfect facial hydrating cream,steareth-21,13
perfect facial hydrating cream,phenoxyethanol,10
perfect facial hydrating cream,sorbitan stearate,10
perfect facial hydrating cream,hydroxyacetophenone,14
perfect facial hydrating cream,tropolone,14
perfect facial hydrating cream,rosa canina fruit oil,13
perfect facial hydrating cream,microcrystalline cellulose,16
perfect facial hydrating cream,disodium edta,14
perfect facial hydrating cream,aloe barbadensis leaf juice,16
perfect facial hydrating cream,tocopherol,11
perfect facial hydrating cream,glycine soja (soybean) oil,9
perfect facial hydrating cream,peg-20 stearate,13
perfect facial hydrating cream,ethylhexylglycerin,12
perfect facial hydrating cream,citric acid,12
perfect facial hydrating cream,cetearyl alcohol,11
perfect facial hydrating cream,boswellia carterii oil,14
perfect facial hydrating cream,daucus carota sativa (carrot) root extract,11
perfect facial hydrating cream,farnesol,10
perfect facial hydrating cream,linalool 100% natural fragrance - parfum 100% naturel,10
perfect facial hydrating cream,glycerin,13
perfect facial hydrating cream,sodium ascorbyl phosphate,14
perfect facial hydrating cream,rosmarinus officinalis (rosemary) leaf oil,12
,,
,,
Product,Ingredient,Score
hyaluronic acid moisturizer,phenoxyethanol,10
hyaluronic acid moisturizer,avocado butter,11
hyaluronic acid moisturizer,kokum butter,11
hyaluronic acid moisturizer,tocopheryl acetate,11
hyaluronic acid moisturizer,water,16
hyaluronic acid moisturizer,ethylhexylglycerin,12
hyaluronic acid moisturizer,shea butter,11
hyaluronic acid moisturizer,sodium hyaluronate,14
hyaluronic acid moisturizer,lavender essential oil,12
hyaluronic acid moisturizer,vetiver essential oil,12
hyaluronic acid moisturizer,xanthan gum,16
hyaluronic acid moisturizer,cetearyl alcohol,11
hyaluronic acid moisturizer,bentonite,13
hyaluronic acid moisturizer,cetearyl wheat straw glycosides,11
hyaluronic acid moisturizer,frankincese essential oil,12
hyaluronic acid moisturizer,jojoba oil,17
hyaluronic acid moisturizer,caprylic/capric triglyceride,11
hyaluronic acid moisturizer,glycerin,13
hyaluronic acid moisturizer,glyceryl stearate,11
hyaluronic acid moisturizer,algae extract,16
hyaluronic acid moisturizer,apricot oil,11
hyaluronic acid moisturizer,butyrospermum parkii (shea) butter,11
,,
,,
Product,Ingredient,Score
moisturizing oat & calendula miracle face cream,cocos nucifera (coconut) oil,11
moisturizing oat & calendula miracle face cream,cyamopsis tetragonoloba (guar) gum,16
moisturizing oat & calendula miracle face cream,fragrance,3
moisturizing oat & calendula miracle face cream,nasturtium officinale (watercress) flower/leaf extract,14
moisturizing oat & calendula miracle face cream,xanthan gum,16
